ProductCode|ProductName|ProductAlternateName|ProductType|ProductSubType|MarketCode|ProductFamily|ProductBrand|ProductCategory|ProductStatus|ProductDesc|ProductLevel|ProductStartDate|ProductEndDate|BatchRefreshDate|BatchID|FileDate|IsActive
C00-519B0-K0|3.00_.912M LD.75 / LLB LD.75 / .912M LD.75_CL FFS HS||Rollstock||APAC||||Active|mLLDPE-LDPE/LLDPE(B)-LDPE/mLLDPE-LDPE||2016-01-01|9999-12-31|2020-03-07 03:27:31.2440|20200219060224.IF005.PD01D.dat|20200219060224|Y
DM-5895|Slip OPP / Ink / Adh / Slip PE||Rollstock||APAC||||Inactive|75ga Slip OPP / Ink / Adh / 1.25mil Slip PE||2016-01-01|9999-12-31|2020-03-07 03:27:31.6550|20200219060224.IF005.PD01D.dat|20200219060224|Y
E20-C9434-O0|TUBING; 4 mil mLLDPE-LDPE COEX,HSL||Rollstock||APAC||||Active|mLLDPE-LDPE/mLLDPE/mLLDPE-LDPE||2016-01-01|9999-12-31|2020-03-07 03:27:31.2880|20200219060224.IF005.PD01D.dat|20200219060224|Y
F7029-2G-GNA|Semi-rigid;  APET/EVOH-EVA Sealant w/ internal denest||Rollstock||APAC||||Active|20.0 mil APET with internal denest// Primer / 4520-K non peelable||2016-01-01|9999-12-31|2020-03-07 03:27:31.3180|20200219060224.IF005.PD01D.dat|20200219060224|Y
F7029-2G-GNA|Semi-rigid;  APET/EVOH-EVA Sealant w/ internal denest||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.3210|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
F7689-1O-TNK|Semi-rigid; EZ-Peel (2300 g/in); APET/EVOH-EVA Sealant||Rollstock||APAC||||Active|2-pass: 15 mil APET (7.5 + 7.5) / Primer / 2 mil EVOH EZ PEEL EVA sealant  [F7002] Trim Elimination||2016-01-01|9999-12-31|2020-03-07 03:27:31.3300|20200219060224.IF005.PD01D.dat|20200219060224|Y
F7988-2A-GNA|White; Semi-rigid; White HIPS/HDPE-EVOH/ White HIPS||Rollstock||APAC||||Active|8.25 mil White HIPS Blend / 3.5 mil HDPE-EVOH coex / 8.25 mil White HIPS Blend [ ]||2016-01-01|9999-12-31|2020-03-07 03:27:31.3380|20200219060224.IF005.PD01D.dat|20200219060224|Y
F7988-2A-GNA|White; Semi-rigid; White HIPS/HDPE-EVOH/ White HIPS||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.3350|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
F8004-2C-GNA|21 mil White APET/EVOH-EVA EZP (1800 g/in)||Rollstock||APAC||||Active|19 mil (8+11 mil) White APET / Primer / 2 mil EVOH-EVA EZ Peel Sealant||2016-01-01|9999-12-31|2020-03-07 03:27:31.3390|20200219060224.IF005.PD01D.dat|20200219060224|Y
L1834-K0-MFA|EZ PEEL (750 g/in); OPET/EVOH-EVA||Rollstock||APAC||||Active|48 ga OPET/(primer)/ink/3 mil EZ-PEEL EVOH-EVA sealant (4532-K)||2016-01-01|9999-12-31|2020-03-07 03:27:31.3530|20200219060224.IF005.PD01D.dat|20200219060224|Y
L1834-K0-MFA|EZ PEEL (750 g/in); OPET/EVOH-EVA||Rollstock||APAC||||Active|48 ga OPET/ink/3 mil EZ-PEEL EVOH-EVA sealant (4532-K)||2016-01-01|9999-12-31|2019-11-09 10:34:37.3490|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
A4349-G0-A31|Ionomer Seal Layer (treated)||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.2100|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
W18-001346|OPP / Adh / Ink / White OPP||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.6670|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
A1114-G0-A31|2.00 mil White LLDPE Coex (low migration)||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.0090|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
L1852-O0-MFA|High Barrier White EVOH with LLDPE Sealant|48ga OPET/Ink/Adh/4mil White EVOH-PE Print|Rollstock||APAC||||Active|48 ga OPET / print / adh / 4.0 mil  white EVOH LLDPE  sealant||2016-01-01|9999-12-31|2020-03-07 03:27:31.3750|20200219060224.IF005.PD01D.dat|20200219060224|Y
L3002-C3-INA|Ext Lam; Non barrier; LLDPE sealant (M-1188)||Rollstock||APAC||||Active|48 OPET/PEL/1.15 mil LLDPE sealant||2016-01-01|9999-12-31|2020-03-07 03:27:31.4100|20200219060224.IF005.PD01D.dat|20200219060224|Y
L5070-D0-JNA|OPP / white coex / foil / clear coex extrudate - Ketchup||Rollstock||APAC||||Active|OPP / AC / White coex extrudate (white LDPE / clear EAA) / 0.000275 foil / coex extrudate (EAA / LDP||2016-01-01|9999-12-31|2020-03-07 03:27:31.4380|20200219060224.IF005.PD01D.dat|20200219060224|Y
L5193-00-RFG|Ext Lam; (b) Foil / OPET / HSC (Bright M-4339)|Ink/28.5ga Foil/PE/48ga OPET/HSC Print|Rollstock||APAC||||Active|OL / ink / Primer / 28.5 (b) Foil / PEL / Primer / 48 ga OPET / 4.0# HSC||2016-01-01|9999-12-31|2020-03-07 03:27:31.4430|20200219060224.IF005.PD01D.dat|20200219060224|Y
L7280-F0-IFC|OPET/Ink/PEL/PA-EVOH-mLLDPE coex, Laser Score||Rollstock||APAC||||Active|Laser Score / 48 ga OPET / ink / AC / PEL / 1.75 mil PA-EVOH-mLLDPE coex||2016-01-01|9999-12-31|2020-03-07 03:27:31.4870|20200219060224.IF005.PD01D.dat|20200219060224|Y
L7551-I0-NGA|OL/OPET/Ink/OPP/MDPE-EVOH-mPE||Rollstock||APAC||||Active|Matte OL / 48ga OPET / Ink / Adh / 80ga High Barrier OPP / Adh / 2.5 mil LMDPE-EVOH-mULDPE (B108)||2016-01-01|9999-12-31|2020-03-07 03:27:31.5360|20200219060224.IF005.PD01D.dat|20200219060224|Y
L7551-I0-NGA|OL/OPET/Ink/OPP/MDPE-EVOH-mPE||Rollstock||APAC||||Active|OL / 48ga OPET / Ink / Adh / 80ga High Barrier OPP / Adh / 2.5 mil LMDPE-EVOH-mULDPE (B108)||2016-01-01|9999-12-31|2019-11-09 10:34:37.4490|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
L7559-I0-MFA|OPET/Ink/EVOH-mULDPE||Rollstock||APAC||||Active|48ga OPET / Ink / Adh / 2.50 mil LMDPE-EVOH-mULDPE Coex (B108)||2016-01-01|9999-12-31|2020-03-07 03:27:31.4770|20200219060224.IF005.PD01D.dat|20200219060224|Y
L7559-I0-MFA|OPET/Ink/EVOH-mULDPE||Rollstock||APAC||||Active|48ga OPET / Ink / Adh / 2.50 mil MDPE-EVOH-mULDPE Coex (B108)||2016-01-01|9999-12-31|2019-11-09 10:34:37.4510|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
L7569-K0-NFA|Matte OPP / Ink / Adh / Met PET / Adh / mLLDPE||Rollstock||APAC||||Active|70ga Non Sealable Matte OPP/ Ink / Adh / 48ga Met PET / Adh / 3 mil EZ Tear mLLDPE (A4073)||2016-01-01|9999-12-31|2020-03-07 03:27:31.3970|20200219060224.IF005.PD01D.dat|20200219060224|Y
L8064-K0-KFA|OPET w/ White LLDPE  EZ Tear|48ga OPET/Ink/Adh/3mil White EZ Tear PE Print|Rollstock||APAC||||Active|48 ga OPET / Ink / adh / 3.0 mil  White EZ Tear Sealant||2016-01-01|9999-12-31|2020-03-07 03:27:31.5400|20200219060224.IF005.PD01D.dat|20200219060224|Y
L8064-K0-KFA|OPET w/ White LLDPE  EZ Tear|48ga OPET/Ink/Adh/3mil White EZ Tear PE Print|Rollstock||APAC||||Inactive|||2016-01-01|9999-12-31|2019-11-09 10:34:37.4550|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
L8161-G0-MFA|Non-forming Print  with LLDPE sealant.|48ga OPET/Ink/Adh/2mil PE Print|Rollstock||APAC||||Active|48 ga OPET / ink / adh / 2.0 mil High slip LLDPE sealant.||2016-01-01|9999-12-31|2020-03-07 03:27:31.5440|20200219060224.IF005.PD01D.dat|20200219060224|Y
A4598-F0-A71|White; EVOH; mLLDPE Seal Layer (treated)||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.2300|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
W16-001419|Irradiated 5 Layer EVOH-Nylon Blend Shrink Print||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.5680|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
L9051-G0-LNA|Adh Lam; OPET / Foil / BOPA / mLLDPE sealant|48ga OPET/Adh/28.5ga Foil/60ga BON/2mil PE-mPE Java-Flex®|Rollstock||APAC||||Active|48 ga OPET // 28.5 ga Foil // 60 ga BOPA // 2 mil mLLDPE coex||2016-01-01|9999-12-31|2020-03-07 03:27:31.1790|20200219060224.IF005.PD01D.dat|20200219060224|Y
L9055-K0-LFA|Adh Lam; OPET / Foil / LLDPE|48ga OPET/Ink/Adh/28.5ga Foil/Adh/3mil PE Java-Flex®|Rollstock||APAC||||Active|48 ga OPET / ink // 28.5 ga Foil // 3 mil LLDPE||2016-01-01|9999-12-31|2020-03-07 03:27:31.1790|20200219060224.IF005.PD01D.dat|20200219060224|Y
MA31-A296-K0|3.00 mil White HDPE/mLLDPE||Rollstock||APAC||||Inactive|LLDPE / HDPE / mLLDPE (non-migratory)||2016-01-01|9999-12-31|2020-03-07 03:27:31.1000|20200219060224.IF005.PD01D.dat|20200219060224|Y
MA31-A296-K0|3.00 mil White HDPE/mLLDPE||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.4810|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
MG00-B116-I|OPP Coex / Ink / Adh / White PE coex||Rollstock||APAC||||Inactive|120ga OPP Coex / Ink / Adh / 2.50mil White PE coex (A145)||2016-01-01|9999-12-31|2020-03-07 03:27:31.5050|20200219060224.IF005.PD01D.dat|20200219060224|Y
MG00-B116-I|OPP Coex / Ink / Adh / White PE coex||Rollstock||APAC||||Active|120ga OPP Coex / Ink / Adh / 2.50mil White PE coex (A145)||2016-01-01|9999-12-31|2019-11-09 10:34:37.4980|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
MN00-A406-12|OPP Coex / Ink / AC / White LL-LDPE / OPP Coex|70ga OPP/Ink/White PE/70ga OPP Print|Rollstock||APAC||||Inactive|70ga OPP Coex / Ink / AC / 12# White LL-LDPE/ 70ga OPP Coex||2016-01-01|9999-12-31|2020-03-07 03:27:31.5040|20200219060224.IF005.PD01D.dat|20200219060224|Y
MN00-A406-12|OPP Coex / Ink / AC / White LL-LDPE / OPP Coex|70ga OPP/Ink/White PE/70ga OPP Print|Rollstock||APAC||||Active|70ga OPP Coex / Ink / AC / 12# White LL-LDPE/ 70ga OPP Coex||2016-01-01|9999-12-31|2019-11-09 10:34:37.5110|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
S701-OHX-WN6|ABP bags, single-side [top][6'' header], 7-Layer Base Print||Pouch/Bag-Shrink||APAC||||Inactive|S701-OHX-HN6, single-side [top] lamination, side-sealed bags.||2016-01-01|9999-12-31|2020-03-07 03:27:31.6100|20200219060224.IF005.PD01D.dat|20200219060224|Y
S702-OKO-WN9|ABP bags, double-side [9 header], 3.0 mil Base/4.||Pouch/Bag-Shrink||APAC||||Inactive|S702-OKO-HN9, double-side lamination, side-sealed bags||2016-01-01|9999-12-31|2020-03-07 03:27:31.6110|20200219060224.IF005.PD01D.dat|20200219060224|Y
S702-OKO-WN9|ABP bags, double-side [9 header], 3.0 mil Base/4.||Pouch/Bag-Shrink||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.5380|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
S9923-K0-E72|7 Layer LLDPE Exterior Barrier Bone-in Shrink Tubing - One Side Corona Treated||Rollstock||APAC||||Active|Structure: LLDPE / tie / Nylon /  tie / Nylon /  tie / mLLDPE-VLDPE||2016-01-01|9999-12-31|2020-03-07 03:27:31.6160|20200219060224.IF005.PD01D.dat|20200219060224|Y
S9923-K0-E72|7 Layer LLDPE Exterior Barrier Bone-in Shrink Tubing - One Side Corona Treated||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.5400|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
S9940-K0-EB0|11 Layer Nylon Exterior||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.5410|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
T5001-2P-XM0|Black Monolayer CPET Melt to Mold||Tray||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.5450|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
W17-000658|OPET/Ahd/mLLDPE Non-barrier Hi-speed PC Print||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.5920|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
S9940-K0-EB0|11 Layer Nylon Exterior||Rollstock||APAC||||Active|Nylon / Tie  /Tie / Tie/ Nylon / EVOH / Nylon / Tie / Tie / Tie /mLLDPE||2016-01-01|9999-12-31|2020-03-07 03:27:31.6170|20200219060224.IF005.PD01D.dat|20200219060224|Y
SG1-C9034-I0|2.5 mil PE COEX||Rollstock||APAC||||Active|2.50 mil LLDPE-LMDPE-LLDPE COEX/INK (OPV)||2016-01-01|9999-12-31|2020-03-07 03:27:31.6290|20200219060224.IF005.PD01D.dat|20200219060224|Y
T5001-2P-XM0|Black Monolayer CPET Melt to Mold||Trays||APAC||||Active|CPET / 13.8% IM / 2.1% Black / 22% PCR||2016-01-01|9999-12-31|2020-03-07 03:27:31.6320|20200219060224.IF005.PD01D.dat|20200219060224|Y
W17-000207|3.00 mil clear HDPE / HDPE / EVA-PB (BHT)||Rollstock||APAC||||Active|HDPE / HDPE / EVA-PB (BHT)||2016-01-01|9999-12-31|2020-03-07 03:27:31.7120|20200219060224.IF005.PD01D.dat|20200219060224|Y
W17-000540|OPET/ Ink/ Adh/ PP peelable coex (LP)||Rollstock||APAC||||Active|Laser Perf / 48 ga OPET / ink / adh / 1.75 mil EZ-Peel PP coex sealant (A4497)||2016-01-01|9999-12-31|2020-03-07 03:27:31.7100|20200219060224.IF005.PD01D.dat|20200219060224|Y
W17-000658|OPET/Ahd/mLLDPE Non-barrier Hi-speed PC Print||Rollstock||APAC||||Inactive|48 ga OPET / adh / 2.0 mil mLLDPE sealant||2016-01-01|9999-12-31|2020-03-07 03:27:31.4670|20200219060224.IF005.PD01D.dat|20200219060224|Y
W17-000702|Slit spec X222-2167-E, 24 mil High Heat APET Evolu||Rollstock||APAC||||Inactive|X222-2167-E, 21 mil APET Evolution||2016-01-01|9999-12-31|2020-03-07 03:27:31.5910|20200219060224.IF005.PD01D.dat|20200219060224|Y
W17-000702|Slit spec X222-2167-E, 24 mil High Heat APET Evolu||Rollstock||APAC||||Inactive|||2016-01-01|9999-12-31|2019-11-09 10:34:37.5940|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
W17-000991|OPP/Ink/SBS-LLDPE EZP (1100g/in) (AF)||Rollstock||APAC||||Active|70 ga OPP / Ink / Adh / 1.25 mil Clear PE / Antifog||2016-01-01|9999-12-31|2020-03-07 03:27:31.7190|20200219060224.IF005.PD01D.dat|20200219060224|Y
W17-001387|3.5mil LMDPE-EVOH-mULDPE||Rollstock||APAC||||Inactive|LMDPE / LMDPE / tie / EVOH / tie / mPE-LDPE / mPE||2016-01-01|9999-12-31|2020-03-07 03:27:31.7190|20200219060224.IF005.PD01D.dat|20200219060224|Y
W18-000725|OPV / OPET/ Ink/ WPEL/ Foil/ Coex/ LLDPE||Rollstock||APAC||||Inactive|Matte OPV / 48ga OPET / Ink / AC / White coex (White LDPE / clear EAA) / 0.00035 Foil / clear coex (||2016-01-01|9999-12-31|2020-03-07 03:27:31.5100|20200219060224.IF005.PD01D.dat|20200219060224|Y
W18-001003|27mil Black HIPS / Slitting only||Rollstock||APAC||||Inactive|Slit only 27mil Black HIPS - supplied by Impact||2016-01-01|9999-12-31|2020-03-07 03:27:31.7110|20200219060224.IF005.PD01D.dat|20200219060224|Y
W18-001003|27mil Black HIPS / Slitting only||Rollstock||APAC||||Active|Slit only 27mil Black HIPS - supplied by Impact||2016-01-01|9999-12-31|2019-11-09 10:34:37.6510|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
W18-001292|OM Deli Fresh - Ionomer Mega Print||Rollstock||APAC||||Inactive|23 mil APET / Primer / 2 mil EVOH-Ionomer EZ Peel||2016-01-01|9999-12-31|2020-03-07 03:27:31.4430|20200219060224.IF005.PD01D.dat|20200219060224|Y
W18-000294|10mil APET/Ink/EVOH-EVA EZP (1900g/in)||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.6260|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
W19-000105|OPET/ink/ALOxOPETLLDPE||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.6780|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
MC0K-A202-C2|Ink / PE Coex||Rollstock||APAC||||Inactive|Ink / 1.10mil PE Coex||2016-01-01|9999-12-31|2020-03-07 03:27:31.6970|20200219060224.IF005.PD01D.dat|20200219060224|Y
W17-000885|SUB: BON/ PE / LL-mLLDPE coex||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.5980|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
W18-001454|White; Sheet; HIPS 10.5 mil  *SLIT VERSION OF F3020-1B for Heartland MICRO CUP Project**||Rollstock||APAC||||Inactive|10.5 mil White HIPS sheet  *SLIT VERSION OF F3020-1B for Heartland MICRO CUP Project**||2016-01-01|9999-12-31|2020-03-07 03:27:31.6450|20200219060224.IF005.PD01D.dat|20200219060224|Y
W18-001454|White; Sheet; HIPS 10.5 mil  *SLIT VERSION OF F3020-1B for Heartland MICRO CUP Project**||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.6720|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
W19-000050|Silver; PVdC Coating; Cast HIPS||Rollstock||APAC||||Inactive|23 mil Silver HIPS / primer / 13# PVdC [ ]||2016-01-01|9999-12-31|2020-03-07 03:27:31.5870|20200219060224.IF005.PD01D.dat|20200219060224|Y
W19-000050|Silver; PVdC Coating; Cast HIPS||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.6760|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
A1309-H0-A30|2.25_720 0.902M PB/HD.85 BHT/HD2.0_.917M_CL Cereal HS||Rollstock||APAC||||Active|EVA-mLLDPE-PB/HDPE/HDPE||2016-01-01|9999-12-31|2020-03-07 03:27:30.9220|20200219060224.IF005.PD01D.dat|20200219060224|Y
A1309-H0-A30|2.25_720 0.902M PB/HD.85 BHT/HD2.0_.917M_CL Cereal HS||Rollstock||APAC||||Active|EVA-mLLDPE-PB / HDPE / HDPE (BHT)||2016-01-01|9999-12-31|2019-11-09 10:34:37.0180|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
A1314-G0-A31|2 MIL mLLDPE-LDPE COEX, HSL|2mil PE Print (337B0-G0)|Rollstock||APAC||||Active|mLLDPE-LDPE/mLLDPE-LDPE/mLLDPE-LDPE||2016-01-01|9999-12-31|2020-03-07 03:27:30.9960|20200219060224.IF005.PD01D.dat|20200219060224|Y
A1314-G0-A31|2 MIL mLLDPE-LDPE COEX, HSL|2mil PE Print (337B0-G0)|Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.0240|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
A1357-G2-A36|2.10_5755CHEV LLB-SL AS (ALL PLIES) _CL MS||Rollstock||APAC||||Active|LDPE/LDPE/LDPE||2016-01-01|9999-12-31|2020-03-07 03:27:31.0310|20200219060224.IF005.PD01D.dat|20200219060224|Y
A1357-G2-A36|2.10_5755CHEV LLB-SL AS (ALL PLIES) _CL MS||Rollstock||APAC||||Active|LDPE||2016-01-01|9999-12-31|2019-11-09 10:34:37.0730|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
A1470-I0-A10|2.50_.912M LD.75 BL_BL HS|2.5mil Blue PE Print (572W5-I0)|Rollstock||APAC||||Active|Blue mLLDPE-LDPE||2016-01-01|9999-12-31|2020-03-07 03:27:31.1610|20200219060224.IF005.PD01D.dat|20200219060224|Y
A1470-I0-A10|2.50_.912M LD.75 BL_BL HS|2.5mil Blue PE Print (572W5-I0)|Rollstock||APAC||||Active|mLLDPE-LDPE-BLUE||2016-01-01|9999-12-31|2019-11-09 10:34:37.1670|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
A1490-H0-SFP|Ink / White PE Coex (Air Slit)||Rollstock||APAC||||Active|Ink / 2.25mil White MDPE/mLLDPE Coex (air slits)||2016-01-01|9999-12-31|2020-03-07 03:27:31.1640|20200219060224.IF005.PD01D.dat|20200219060224|Y
A4621-F0-A70|1.75 mil EVOH; mLLDPE||Rollstock||APAC||||Active|-VLDPE-LLDPE / VLDPE / Tie / EVOH / TIE / VLDPE / mLLDPE Seal Layer||2016-01-01|9999-12-31|2020-03-07 03:27:30.9480|20200219060224.IF005.PD01D.dat|20200219060224|Y
A4621-F0-A70|1.75 mil EVOH; mLLDPE||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.2310|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
A5154-K0-A91|3.0 mil  EVOH-Ionomer (AF)||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.2600|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
E02-640C1-I0|2.5 mil LDPE, AB, LSL||Rollstock||APAC||||Active|LDPE||2016-01-01|9999-12-31|2020-03-07 03:27:31.6770|20200219060224.IF005.PD01D.dat|20200219060224|Y
L3146-C4-RFA|Print; white OPP||Rollstock||APAC||||Active|120 ga White OPP / ink||2016-01-01|9999-12-31|2020-03-07 03:27:31.5480|20200219060224.IF005.PD01D.dat|20200219060224|Y
A5056-K0-C90|TWQ; EVOH, PA; Ionomer Seal Layer|3mil Nylon-EVOH-EVA-PE-Ionomer Print|Rollstock||APAC||||Active|PA / Tie / PA / EVOH / PA / Tie / LLDPE-EVA / LLDPE / Ionomer Seal Layer [9331, A5043, A5054, A5007]||2016-01-01|9999-12-31|2020-03-07 03:27:31.1740|20200219060224.IF005.PD01D.dat|20200219060224|Y
A5099-S0-B90|Moisture Absorb; ICE; Antifog; EVOH, PA; EVA Seal Layer|5mil Nylon-EVOH-EVA-AF Moisture Absorb|Rollstock||APAC||||Active|Nylon / Tie / Nylon / EVOH / Nylon / Tie / EVA+AF||2016-01-01|9999-12-31|2020-03-07 03:27:31.1800|20200219060224.IF005.PD01D.dat|20200219060224|Y
A5154-K0-A91|3.0 mil  EVOH-Ionomer (AF)||Rollstock||APAC||||Active|-VLDPE-LLDPE / TIE / EVOH /  TIE / Antifog Ionomer-EMAA Seal Layer, Corona||2016-01-01|9999-12-31|2020-03-07 03:27:31.0940|20200219060224.IF005.PD01D.dat|20200219060224|Y
A6687-S0-RFI|Collapsed bubble, treated PE; PA;  LLDPE seal layer with 2K OPV||Rollstock||APAC||||Active|2K OPV/ink/1-side treated LLDPE/PA/tie/PA/LLDPE collapsed bubble  ** Must use design roll for 2K OPV||2016-01-01|9999-12-31|2020-03-07 03:27:31.2460|20200219060224.IF005.PD01D.dat|20200219060224|Y
A6687-S0-RFI|Collapsed bubble, treated PE; PA;  LLDPE seal layer with 2K OPV||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.2710|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
C03-931B0-E0|1.5 mil mLLDPE-LDPE COEX, AB, PPA, HSL||Rollstock||APAC||||Active|mLLDPE-LDPE/mLLDPE-LDPE/mLLDPE-LDPE||2016-01-01|9999-12-31|2020-03-07 03:27:31.6800|20200219060224.IF005.PD01D.dat|20200219060224|Y
E02-C9046-E0|1.5 mil mLLDPE-PCR-HDPE-mLLDPE||Rollstock||APAC||||Active|mLLDPE-LDPE/LLDPE(H)-HDPE(PCR)PE/mLLDPE-LDPE  (HSL)||2016-01-01|9999-12-31|2020-03-07 03:27:31.6860|20200219060224.IF005.PD01D.dat|20200219060224|Y
F7552-1H-GNK|Matte; Semi-rigid; PETG/APET/EVOH/APET/PETG||Rollstock||APAC||||Active|PETG/APET/tie/EVOH/tie/APET/PETG [ ] Trim Elimination Spec||2016-01-01|9999-12-31|2020-03-07 03:27:31.3210|20200219060224.IF005.PD01D.dat|20200219060224|Y
L3146-C4-RFA|Print; white OPP||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.3760|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
L3163-E0-KNA|White; OPET/mLLDPE||Rollstock||APAC||||Active|48ga OPET/adh/1.5 mil white mLLDPE sealant||2016-01-01|9999-12-31|2020-03-07 03:27:31.6420|20200219060224.IF005.PD01D.dat|20200219060224|Y
L3163-E0-KNA|White; OPET/mLLDPE||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.3780|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
L3804-O0-KNA|4.70 mil OPA/White LLDPE (Prelam)||Rollstock||APAC||||Inactive|60ga OPA/adh/4.0 mil white LLDPE Sealant (Prelam)||2016-01-01|9999-12-31|2020-03-07 03:27:31.1310|20200219060224.IF005.PD01D.dat|20200219060224|Y
L3804-O0-KNA|4.70 mil OPA/White LLDPE (Prelam)||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.3860|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
L5216-K0-LRA|OPET/ink/OPET/White LLDPE||Rollstock||APAC||||Active|48 ga OPET / ink / adh / 48 ga OPET / adh / 3 mil White LLDPE||2016-01-01|9999-12-31|2020-03-07 03:27:31.4450|20200219060224.IF005.PD01D.dat|20200219060224|Y
L5216-K0-LRA|OPET/ink/OPET/White LLDPE||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.4030|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
W17-000497|Ext Lam: Paper/Foil/LLDPE Ctd Sealant||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.5880|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
W17-000659|OPET/Ahd/mLLDPE Non-barrier Hi-speed PC Print||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.5920|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
L5225-M0-LRA|Adh Lam; OPET/Ink/Foil/PE sealant AB only||Rollstock||APAC||||Active|48ga OPET/ink/adh/35ga Foil/adh/3.5 mil LLDPE-MDPE sealant (A1102-M0) (AB only)||2016-01-01|9999-12-31|2020-03-07 03:27:31.4460|20200219060224.IF005.PD01D.dat|20200219060224|Y
L5225-M0-LRA|Adh Lam; OPET/Ink/Foil/PE sealant AB only||Rollstock||APAC||||Active|48 ga OPET/ ink / adh / 35 ga Foil / adh / 3.5 mil LLDPE-MDPE sealant (A1102-M0)||2016-01-01|9999-12-31|2019-11-09 10:34:37.4040|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
