ProductConfigurationCode|ProductCode|ProductType|CustomerCode|MarketCode|ProductConfigurationStartDate|ProductConfigurationEndDate|ProductGroup1|ProductGroup2|BatchDate|BatchID|FileDate|IsActive
100000161201|W19-001026||0141620|APAC|2019-10-04|9999-12-31||CAC|2020-03-07T04:28:52.665Z|20200219060211.IF019.PDCF01D.dat|20200219060211|Y
100000161319|L7295-G0-IFC||0025305|APAC|2019-09-16|9999-12-31||CAC|2020-03-07T04:28:52.673Z|20200219060211.IF019.PDCF01D.dat|20200219060211|Y
100000162048|L5181-C0-JRI||0019970|APAC|2019-09-24|9999-12-31||NGH|2020-03-07T04:28:52.711Z|20200219060211.IF019.PDCF01D.dat|20200219060211|Y
100000162543|L5394-C0-JFA||0030142|APAC|2019-09-30|9999-12-31||GAF|2020-03-07T04:28:52.724Z|20200219060211.IF019.PDCF01D.dat|20200219060211|Y
100000162705|L5394-C0-JFA||0053605|APAC|2019-10-02|9999-12-31||GAF|2020-03-07T04:28:52.731Z|20200219060211.IF019.PDCF01D.dat|20200219060211|Y
100000162994|L7561-K0-LRA||0178104|APAC|2019-10-03|9999-12-31||NFC|2020-03-07T04:28:52.743Z|20200219060211.IF019.PDCF01D.dat|20200219060211|Y
100000163434|L1854-F0-IFA||0053605|APAC|2019-10-07|9999-12-31||GAF|2020-03-07T04:28:52.757Z|20200219060211.IF019.PDCF01D.dat|20200219060211|Y
100000163885|L7295-F0-IGC||0141620|APAC|2019-12-02|9999-12-31||CAC|2020-03-07T04:28:52.774Z|20200219060211.IF019.PDCF01D.dat|20200219060211|Y
100000164820|L7392-F0-IFD||0042512|APAC|2019-10-22|9999-12-31||CAC|2020-03-07T04:28:52.797Z|20200219060211.IF019.PDCF01D.dat|20200219060211|Y
100000165667|L5241-M0-LRA||0148540|APAC|2019-10-31|9999-12-31||GAQ|2020-03-07T04:28:52.812Z|20200219060211.IF019.PDCF01D.dat|20200219060211|Y
100000165711|L5246-M0-LSA||0148540|APAC|2019-10-31|9999-12-31||GAQ|2020-03-07T04:28:52.813Z|20200219060211.IF019.PDCF01D.dat|20200219060211|Y
12-351168|L3100-00-RFA||0042512|APAC|2017-02-16|9999-12-31||CAJ|2020-01-31T09:31:58.096Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
12-375775|L7232-D0-MFA||0122836|APAC|2018-08-22|9999-12-31||HAB|2020-01-31T09:31:58.098Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
12-375775|L7232-D0-MFA||0122836|APAC|2019-01-15|2019-07-14||HAB|2019-11-09T13:22:16.855Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
12-401793|L3092-00-SNA||0042512|APAC|2018-06-21|9999-12-31||CAJ|2020-01-31T09:31:58.101Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
12-405357|L7075-F3-MFA||0026079|APAC|2017-01-24|9999-12-31||HAD|2020-01-31T09:31:58.102Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
12-405357|L7075-F3-MFA||0026079|APAC|2019-01-01|2019-03-31||HAD|2019-11-09T13:22:16.870Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
12-411143|A5028-AA-RFA||0122836|APAC|2017-04-28|9999-12-31||HAD|2020-01-31T09:31:58.103Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
12-411143|A5028-AA-RFA||0122836|APAC|2019-01-15|2019-07-14||HAD|2019-11-09T13:22:16.873Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
12-416049|L7289-K0-MFA||0049422|APAC|2018-05-09|2018-12-31||HAE|2020-01-31T09:31:58.104Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
12-416049|L7289-K0-MFA||0049422|APAC|2018-07-01|2018-12-31||HAE|2019-11-09T13:22:16.878Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
12-417886|L7171-F0-IFC||0136852|APAC|2017-07-24|9999-12-31||CAC|2020-01-31T09:31:58.104Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
12-426507|L7243-D0-MFA||0049422|APAC|2017-02-16|2018-12-31||HAJ|2020-01-31T09:31:58.107Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
12-426507|L7243-D0-MFA||0049422|APAC|2018-07-01|2018-12-31||HAJ|2019-11-09T13:22:16.886Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
12-427074|L1834-G0-MFA||0048204|APAC|2017-02-17|9999-12-31||HAD|2020-01-31T09:31:58.107Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
12-427074|L1834-G0-MFA||0048204|APAC|2019-02-01|2019-05-31||HAD|2019-11-09T13:22:16.886Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
12-433473|L1834-G0-MFA||0026079|APAC|2017-02-09|9999-12-31||HAD|2020-01-31T09:31:58.108Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
12-433473|L1834-G0-MFA||0026079|APAC|2019-01-01|2019-03-31||HAD|2019-11-09T13:22:16.892Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
12-452841|L1834-G0-MFA||0025595|APAC|2019-03-28|9999-12-31||HAD|2020-01-31T09:31:58.115Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
12-459367|L7102-F3-MFA||0026079|APAC|2018-01-17|9999-12-31||HAD|2020-01-31T09:31:58.117Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
12-459367|L7102-F3-MFA||0026079|APAC|2019-01-01|2019-03-31||HAD|2019-11-09T13:22:16.926Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
12-459862|L7102-F3-MFA||0026079|APAC|2018-02-06|9999-12-31||HAD|2020-01-31T09:31:58.118Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
12-459862|L7102-F3-MFA||0026079|APAC|2019-01-01|2019-03-31||HAD|2019-11-09T13:22:16.928Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
12-470779|L1834-K0-MFA||0021534|APAC|2018-10-23|9999-12-31||CAH|2020-01-31T09:31:58.122Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
12-472443|L7075-F3-MFA||0004861|APAC|2019-04-17|9999-12-31||HAE|2020-01-31T09:31:58.123Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
12-476502|L7075-F3-MFA||0004861|APAC|2019-05-23|9999-12-31||HAE|2020-01-31T09:31:58.125Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
12-481515|L7102-F3-MFA||0026079|APAC|2019-04-12|9999-12-31||HAD|2020-01-31T09:31:58.127Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
12-484477|L7214-F0-IFA||0042512|APAC|2019-08-15|9999-12-31||CAB|2020-01-31T09:31:58.128Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
12-484972|L1834-G0-MFA||0004861|APAC|2019-08-06|9999-12-31||HAD|2020-01-31T09:31:58.129Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
12-485368|L1839-G0-MFA||0026079|APAC|2019-06-18|9999-12-31||HAD|2020-01-31T09:31:58.129Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
12-491767|L7280-G0-IFC||0021534|APAC|2019-10-24|9999-12-31||CAC|2020-03-07T04:28:52.879Z|20200219060211.IF019.PDCF01D.dat|20200219060211|Y
12-491929|L7085-F3-MFA||0025595|APAC|2019-12-26|9999-12-31||HAE|2020-03-07T04:28:52.879Z|20200219060211.IF019.PDCF01D.dat|20200219060211|Y
18-434777|L5210-M0-LRA||0148540|APAC|2017-01-27|2018-12-31||GAQ|2020-01-31T09:31:58.135Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
18-436947A|L5205-K0-LRA||0148540|APAC|2017-04-12|2018-12-31||GAH|2020-01-31T09:31:58.135Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
18-438223|L5241-M0-LRA||0148540|APAC|2017-01-05|2018-12-31||GAQ|2020-01-31T09:31:58.136Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
18-443074|L5225-M0-LRA||0045012|APAC|2017-03-21|2018-12-31||GAO|2020-01-31T09:31:58.136Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
18-443731|L5225-M0-LRA||0045012|APAC|2017-04-30|9999-12-31||GAO|2020-01-31T09:31:58.137Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
18-444622|L5232-J0-LRA||0148540|APAC|2017-04-20|2018-12-31||GAQ|2020-01-31T09:31:58.137Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
18-458771|L5241-M0-LRA||0148540|APAC|2018-01-31|2018-12-31||GAQ|2020-01-31T09:31:58.140Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
18-459211|L5307-K3-LRA||0052388|APAC|2018-02-12|2018-12-31||GAQ|2020-01-31T09:31:58.140Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
18-461895A|L5205-K0-LRA||0148540|APAC|2018-05-10|2018-12-31||GAH|2020-01-31T09:31:58.140Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
18-467799|L5241-M0-LRA||0148540|APAC|2018-08-13|2018-12-31||GAQ|2020-01-31T09:31:58.141Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
647623|A1339-I0-A30||0025595|APAC|2017-01-01|9999-12-31||HAJ|2020-01-31T09:31:58.143Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
647623|A1339-I0-A30||0025595|APAC|2019-03-21|2019-05-20||HAJ|2019-11-09T13:22:16.947Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
736723|A1325-I0-A30||0025595|APAC|2017-01-01|9999-12-31||HAJ|2020-01-31T09:31:58.144Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
736723|A1325-I0-A30||0025595|APAC|2019-03-21|2019-05-20||HAJ|2019-11-09T13:22:16.947Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
757216|A1450-I0-RFA||0090984|APAC|2017-02-01|9999-12-31||NHF|2020-01-31T09:31:58.144Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
759449|A1325-I0-SFA||0133403|APAC|2017-01-01|2018-12-31||NGC|2020-01-31T09:31:58.144Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
789680|A1381-D0-WF0||0070215|APAC|2017-03-01|9999-12-31||GAE|2020-01-31T09:31:58.146Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
806950|A1444-K0-RFZ||0029398|APAC|2018-01-01|9999-12-31||NHB|2020-01-31T09:31:58.149Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
808570|A1469-I0-RFA||0120150|APAC|2017-01-01|9999-12-31||BBC|2020-01-31T09:31:58.149Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
814474|A1452-F0-A30||0141062|APAC|2017-02-01|9999-12-31||BBB|2020-01-31T09:31:58.150Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
818533|A1469-I0-RFA||0120150|APAC|2017-06-01|9999-12-31||BBC|2020-01-31T09:31:58.152Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
821313|A1453-E0-RFA||0130659|APAC|2017-07-01|9999-12-31||JBA|2020-01-31T09:31:58.153Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
826057|A1469-G0-RFA||0039361|APAC|2018-01-01|9999-12-31||BBC|2020-01-31T09:31:58.155Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
827443|A1453-E0-RFA||0130659|APAC|2018-01-01|2018-12-31||JBA|2020-01-31T09:31:58.156Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
829720|A1469-I0-RFA||0011606|APAC|2018-02-01|2018-12-31||BBB|2020-01-31T09:31:58.157Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
830674|A1469-I0-RFA||0120150|APAC|2018-04-01|9999-12-31||BBC|2020-01-31T09:31:58.158Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
837082|A1469-I0-RFA||0039361|APAC|2018-12-01|9999-12-31||BBC|2020-01-31T09:31:58.161Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
840475|A1469-I0-RFA||0012593|APAC|2019-02-01|9999-12-31||BBC|2020-01-31T09:31:58.163Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
840637|A1444-J0-SFA||0132335|APAC|2019-02-01|9999-12-31||NHB|2020-01-31T09:31:58.163Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
842752|A1469-I0-RFA||0012593|APAC|2019-05-01|9999-12-31||BBC|2020-01-31T09:31:58.164Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
842914|A1424-D0-RFA||0106744|APAC|2019-05-01|9999-12-31||JBA|2020-01-31T09:31:58.164Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
844985|A1469-I0-RFA||0012593|APAC|2019-07-01|9999-12-31||BBC|2020-01-31T09:31:58.165Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
845425|A1408-D0-RFA||0130659|APAC|2019-08-01|9999-12-31||JBA|2020-01-31T09:31:58.166Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
847045|A1424-D0-RFA||0106744|APAC|2019-08-01|9999-12-31||JBA|2020-01-31T09:31:58.167Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
847991|A1457-E4-RFA||0012209|APAC|2019-09-01|9999-12-31||MAA|2020-01-31T09:31:58.167Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
849278|A1469-I0-RFA||0120150|APAC|2019-10-01|9999-12-31||BBC|2020-03-07T04:28:52.904Z|20200219060211.IF019.PDCF01D.dat|20200219060211|Y
CPS654670|L5394-C0-JFA||0041751|APAC|2017-01-05|2018-12-31||GAF|2020-01-31T09:31:58.169Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS664633|L2504-K0-MNA||0049422|APAC|2017-02-10|2018-12-31||HAK|2020-01-31T09:31:58.169Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS664633|L2504-K0-MNA||0049422|APAC|2018-07-01|2018-12-31||HAK|2019-11-09T13:22:16.956Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
CPS672814|A1474-S0-A16||0012209|APAC|2017-02-01|9999-12-31||MAA|2020-01-31T09:31:58.170Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS743437|L7215-F0-RFA||0041878|APAC|2017-03-08|9999-12-31||CAH|2020-01-31T09:31:58.179Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS750727|L7292-F0-IFD||0031304|APAC|2017-05-05|9999-12-31||CAD|2020-01-31T09:31:58.181Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS761590|L7215-F0-IFD||0042512|APAC|2017-02-14|9999-12-31||CAH|2020-01-31T09:31:58.183Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS770167|L7215-F0-IFA||0042512|APAC|2017-06-12|9999-12-31||CAB|2020-01-31T09:31:58.184Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS776341|L7215-F0-IFA||0042512|APAC|2018-10-03|9999-12-31||CAB|2020-01-31T09:31:58.186Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS786593|L2802-G0-MFA||0040731|APAC|2018-05-07|9999-12-31||HAJ|2020-01-31T09:31:58.189Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS786593|L2802-G0-MFA||0040731|APAC|2019-02-21|2019-03-31||HAJ|2019-11-09T13:22:16.970Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
CPS790877|L1834-I0-MNA||0049422|APAC|2017-01-23|2018-12-31||HAA|2020-01-31T09:31:58.191Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS790877|L1834-I0-MNA||0049422|APAC|2018-07-01|2018-12-31||HAA|2019-11-09T13:22:16.972Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
CPS791768|L7209-F0-IFA||0140151|APAC|2017-01-30|9999-12-31||CAH|2020-01-31T09:31:58.191Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS796600|L5006-D0-JFA||0045012|APAC|2017-01-05|9999-12-31||GAR|2020-01-31T09:31:58.194Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS801630|L7215-F0-IFD||0042512|APAC|2017-03-14|9999-12-31||CAH|2020-01-31T09:31:58.196Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS805032|L1913-K0-MFA||0048204|APAC|2017-03-13|2018-12-31||HAA|2020-01-31T09:31:58.199Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS805032|L1913-K0-MFA||0048204|APAC|2019-02-01|2019-05-31||HAA|2019-11-09T13:22:16.978Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
CPS808200|L7392-F0-IFD||0042512|APAC|2017-02-20|9999-12-31||CAC|2020-01-31T09:31:58.202Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS808769|L7392-F0-IFD||0042512|APAC|2017-02-07|9999-12-31||CAC|2020-01-31T09:31:58.203Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS811882|L1851-I0-SNZ||0061455|APAC|2017-01-18|9999-12-31||HAD|2020-01-31T09:31:58.209Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS811882|L1851-I0-SNZ||0061455|APAC|2019-01-01|2019-03-31||HAD|2019-11-09T13:22:16.982Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
CPS812160|L7240-F0-IFA||0042512|APAC|2017-01-04|9999-12-31||CAH|2020-01-31T09:31:58.210Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS812935|L7392-E0-IFI||0042512|APAC|2017-02-01|9999-12-31||CAC|2020-01-31T09:31:58.211Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS813213|L2867-L0-KFA||0051431|APAC|2017-03-17|9999-12-31||HAD|2020-01-31T09:31:58.212Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS813213|L2867-L0-KFA||0051431|APAC|2019-01-01|2019-03-31||HAD|2019-11-09T13:22:16.983Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
CPS817110|A9501-EE-B90||0129088|APAC|2017-03-27|9999-12-31||HAC|2020-01-31T09:31:58.216Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS817110|A9501-EE-B90||0129088|APAC|2018-10-01|2019-03-31||HAC|2019-11-09T13:22:16.986Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
CPS819181|L7392-E0-IGD||0042512|APAC|2017-06-22|9999-12-31||CAC|2020-01-31T09:31:58.218Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS819505|L7215-F0-IFA||0042512|APAC|2017-08-31|9999-12-31||CAD|2020-01-31T09:31:58.219Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS820503|L7198-G0-IFA||0049422|APAC|2017-06-19|9999-12-31||HAD|2020-01-31T09:31:58.220Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS820503|L7198-G0-IFA||0049422|APAC|2018-07-01|2018-12-31||HAD|2019-11-09T13:22:16.987Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
CPS820954|L7392-F0-IFD||0042512|APAC|2017-07-11|9999-12-31||CAC|2020-01-31T09:31:58.220Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS821683|L7215-G0-IFD||0042512|APAC|2017-08-14|9999-12-31||CAH|2020-01-31T09:31:58.221Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS824969|L7215-G0-IFD||0042512|APAC|2018-01-25|9999-12-31||CAH|2020-01-31T09:31:58.226Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS825247|L7215-F0-IFA||0042512|APAC|2017-10-18|9999-12-31||CAB|2020-01-31T09:31:58.227Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS825698|A6691-M0-A70||0174124|APAC|2017-10-31|9999-12-31||GAG|2020-01-31T09:31:58.227Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS828866|L7215-G0-IFD||0042512|APAC|2018-01-25|9999-12-31||CAH|2020-01-31T09:31:58.232Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS830098|L7392-F0-IFD||0042512|APAC|2019-11-13|9999-12-31||CAC|2020-03-07T04:28:52.930Z|20200219060211.IF019.PDCF01D.dat|20200219060211|Y
CPS830755|L7215-F0-IFA||0045012|APAC|2018-06-21|9999-12-31||CAB|2020-01-31T09:31:58.235Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS831484|L7215-F0-IFA||0045012|APAC|2018-05-15|9999-12-31||CAB|2020-01-31T09:31:58.235Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS832375|L7215-F0-IFA||0015237|APAC|2018-04-30|9999-12-31||CAC|2020-01-31T09:31:58.236Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS833428|L7392-F0-IFD||0042512|APAC|2018-06-01|9999-12-31||CAC|2020-01-31T09:31:58.238Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS834201|L7214-F0-IGA||0042512|APAC|2018-09-05|9999-12-31||CAB|2020-01-31T09:31:58.239Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS835048|L7215-F0-IFD||0042512|APAC|2018-07-10|9999-12-31||CAH|2020-01-31T09:31:58.239Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS837776|A9301-S0-B70||0042522|APAC|2018-10-08|9999-12-31||HAB|2020-01-31T09:31:58.242Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS838711|L7215-F0-IFD||0042512|APAC|2018-11-29|9999-12-31||CAH|2020-01-31T09:31:58.243Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS839891|L7392-F0-IGD||0042512|APAC|2019-02-18|9999-12-31||CAC|2020-01-31T09:31:58.245Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS840556|L7215-G0-IFD||0042512|APAC|2019-02-14|9999-12-31||CAH|2020-01-31T09:31:58.245Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS840600|L7215-F0-IFA||0042512|APAC|2019-02-18|9999-12-31||CAB|2020-01-31T09:31:58.245Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS840718|L3001-E0-IFA||0021534|APAC|2019-06-19|9999-12-31||CAM|2020-01-31T09:31:58.246Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS841285|L7392-F0-IFD||0042512|APAC|2019-03-12|9999-12-31||CAD|2020-01-31T09:31:58.246Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS841942|L7182-F0-IFA||0070215|APAC|2019-07-08|9999-12-31||CAN|2020-01-31T09:31:58.247Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS844002|L7215-F0-IFA||0042512|APAC|2019-06-03|9999-12-31||CAB|2020-01-31T09:31:58.248Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS846235|L7215-F0-IFA||0042512|APAC|2019-08-15|9999-12-31||CAB|2020-01-31T09:31:58.251Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
CPS848350|A1325-K0-A31||0025595|APAC|2019-11-01|9999-12-31||HAJ|2020-03-07T04:28:52.941Z|20200219060211.IF019.PDCF01D.dat|20200219060211|Y
CPS848963|A6658-Q0-A70||0180599|APAC|2019-10-30|9999-12-31||GAG|2020-03-07T04:28:52.945Z|20200219060211.IF019.PDCF01D.dat|20200219060211|Y
CPS850195|L7215-F0-IFA||0042512|APAC|2019-12-06|9999-12-31||CAB|2020-03-07T04:28:52.962Z|20200219060211.IF019.PDCF01D.dat|20200219060211|Y
100000022396|MK00-A786||0136246|APAC|2011-06-02|2018-12-31||NDA|2020-01-31T09:31:57.363Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000036300|L7171-F0-IFA||0042512|APAC|2013-07-09|2018-12-31||CAC|2020-01-31T09:31:57.376Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000039262|L1851-M0-KFA||0134285|APAC|2013-08-01|9999-12-31||HAK|2020-01-31T09:31:57.407Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000039262|L1851-M0-KFA||0134285|APAC|2019-01-01|2019-03-31||HAK|2019-11-09T13:22:16.382Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000047894|MC00-A276-J||0016167|APAC|2014-07-31|9999-12-31||NGG|2020-01-31T09:31:57.440Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000061366|L1913-K0-KFA||0122836|APAC|2015-11-16|9999-12-31||HAD|2020-01-31T09:31:57.505Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000061366|L1913-K0-KFA||0122836|APAC|2019-01-15|2019-07-14||HAD|2019-11-09T13:22:16.407Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000061861|S4950-H0-WN2||0025595|APAC|2015-11-17|9999-12-31||HAD|2020-01-31T09:31:57.516Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000061861|S4950-H0-WN2||0025595|APAC|2019-01-01|2019-03-31||HAD|2019-11-09T13:22:16.418Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000061979|S4906-G0-WN1||0118771|APAC|2015-11-17|9999-12-31||HAD|2020-01-31T09:31:57.519Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000061979|S4906-G0-WN1||0118771|APAC|2018-04-23|9999-12-31||HAD|2019-11-09T13:22:16.422Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000063643|S4940-H0-WF2||0097751|APAC|2015-11-20|9999-12-31||CAF|2020-01-31T09:31:57.549Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000066316|S4906-G0-WN2||0183680|APAC|2015-12-14|9999-12-31||HAI|2020-01-31T09:31:57.579Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000066316|S4906-G0-WN2||0175184|APAC|2019-01-01|2019-03-31||HAI|2019-11-09T13:22:16.507Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000067702|S4906-G0-WF2||0042512|APAC|2016-01-14|9999-12-31||CAF|2020-01-31T09:31:57.590Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000067991|L7320-01-NFA||0124513|APAC|2016-01-14|9999-12-31||JAD|2020-01-31T09:31:57.594Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000069160|L5034-00-RFG||0045012|APAC|2016-02-09|9999-12-31||GAD|2020-01-31T09:31:57.607Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000069278|L5066-00-RFG||0018625|APAC|2016-02-09|9999-12-31||GAD|2020-01-31T09:31:57.613Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000069322|L7126-00-RFG||0045012|APAC|2016-02-09|9999-12-31||GAD|2020-01-31T09:31:57.614Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000069773|MH00-A679-CS||0041656|APAC|2016-02-17|9999-12-31||NDC|2020-01-31T09:31:57.619Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000070276|L5034-00-RFG||0045012|APAC|2016-02-25|9999-12-31||GAD|2020-01-31T09:31:57.625Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
